date,review,rating,isEdited,userName,title,developerResponse
2023-03-01 08:05:43,"Rất ok. Nhanh, mượt",5,False,the_sun84,Ok,"{'id': 35168015, 'body': 'Chào bạn the_sun84,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-02T15:37:05Z'}"
2023-03-01 12:18:04,Admin chỉnh tốc độ thông báo app khi có tiền chuyển đến trong phiên bản sau đi ạ,4,False,chau anh 20032004,Tốc độ thông báo,"{'id': 35189725, 'body': 'Chào bạn chau anh 20032004, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-03-03T15:26:20Z'}"
2023-03-01 12:05:19,App mới dở tệ. Hoạt động chậm vô cùng. Đánh giá 1 sao là còn nhẹ,1,False,natenalez,Đánh giá,"{'id': 35189712, 'body': 'Chào bạn natenalez ,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-03-03T15:25:37Z'}"
2023-02-28 23:59:24,Ngol,5,False,Dz nhat vbb,Quá ok,"{'id': 35168012, 'body': 'Chào bạn Dz nhat vbb,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-02T15:36:50Z'}"
2023-02-28 23:58:55,Rất tuyệt vời nhanh gọn lẹ,5,False,Miu changggg,😊😊😊😊😊,"{'id': 35168008, 'body': 'Chào bạn Miu changggg,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-02T15:36:29Z'}"
2023-02-28 11:01:27,"Rất mượt , tôi rất thích",5,False,nỗ hủ,Uy tín,"{'id': 35167983, 'body': 'Chào bạn nỗ hủ,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-02T15:35:08Z'}"
2023-02-28 15:50:02,"Không ông nào viết ra cái app này, còn tệ hơn Fast mobile nhiều. Huỷ tài khoản Techcombank, chuyển qua ngân hàng khác là hợp lý.",1,False,LTQ1809,App dở như hạch,"{'id': 35167999, 'body': 'Chào bạn TQ1809, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-03-02T15:36:03Z'}"
2023-02-28 12:21:15,"Thông báo biến động số dư quá chậm, khoảng 1-2p mới thông báo",2,False,phamthao1908,Thông báo biến động số dư quá chậm,"{'id': 35167989, 'body': 'Chào bạn phamthao1908, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-03-02T15:35:28Z'}"
2023-02-28 07:46:09,Ứng dụng này hết bị lỗi ok,5,False,khách mua hàng thân thiết,Áp,"{'id': 35144590, 'body': 'Chào bạn khách mua hàng thân thiết,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-01T14:55:26Z'}"
2023-02-28 07:43:17,"Dịch vụ nhanh gọn, tiện lợi, dễ dùng",5,False,quỳnh mai Hương,Ngân hàng siêu đỉnh,"{'id': 35144585, 'body': 'Chào bạn quỳnh mai Hương,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-01T14:55:07Z'}"
2023-02-28 06:21:52,Slick UU and easy to use.,5,False,Dario_Nguyen,Easy to use,"{'id': 35144572, 'body': 'Chào bạn Dario_Nguyen,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-01T14:54:41Z'}"
2023-02-28 04:14:39,Tốt,5,False,For sale by dealer Trí mập,Tiện lợi và dễ sử dụng,"{'id': 35144559, 'body': 'Chào bạn For sale by dealer Trí mập,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-01T14:54:05Z'}"
2023-02-28 05:04:41,Ứng dụng nhanh mượt nhưng k có xóa đk lịch sử giao dịch. Mong đk bỏ xung thêm,4,False,Mèo xám v,Ngời dùng,"{'id': 35144566, 'body': 'Chào bạn Mèo xám v,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-01T14:54:22Z'}"
2023-02-27 09:51:53,Tuyệt vời,5,False,NG HOÀ,Tuyệt vời,"{'id': 35135376, 'body': 'Chào bạn ,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-03-01T07:32:18Z'}"
2023-02-28 01:59:03,Trừ tiền lung tung vô tội vạ khuyên mọi người không nên dùng,1,False,anti tech từ hôm nay,Ngân hàng như l,"{'id': 35220812, 'body': 'Chào bạn , \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-03-06T07:31:19Z'}"
2023-02-28 00:50:32,App trừ tiền ko báo gì hết cứ vậy là trừ đi thôi ngân hàng mà làm ăn chán quá..?,1,False,cườngkkk8/9,Tự trừ tiền,"{'id': 35135373, 'body': 'Chào bạn cườngkkk8/9, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-03-01T07:32:09Z'}"
2023-02-27 10:23:54,Dùng quá lằng nhằng,1,True,aaaaaa22334,1 sao,"{'id': 33211310, 'body': 'Chào bạn ,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2022-11-17T07:40:23Z'}"
2023-02-27 07:12:35,"Tốt
Tốt",5,False,oai 1989,Rất tốt,"{'id': 35123999, 'body': 'Chào bạn oai 1989,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-28T15:57:07Z'}"
2023-02-27 00:01:21,Rất tốt,5,False,buonpk,Ứng Dụng Rất Hữu Ích,"{'id': 35112373, 'body': 'Chào bạn buonpk,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-28T07:10:43Z'}"
2023-02-25 14:32:29,Rất tốt,4,False,chinh pk,Rất tốt,"{'id': 35083581, 'body': 'Chào bạn chinh pk,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-27T02:55:24Z'}"
2023-02-26 17:17:57,Áp ok,3,False,trúccaaa,Hài lòng,"{'id': 35112374, 'body': 'Chào bạn trúccaaa ,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-28T07:10:50Z'}"
2023-02-26 12:38:21,chuyển khoản xong nửa ngày mới có thông báo,1,False,thanhoppaa,thông báo biến động số dư quá chậm,"{'id': 35112381, 'body': 'Chào bạn thanhoppaa,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2023-02-28T07:11:09Z'}"
2023-02-26 06:50:49,"thông báo biến động số dư, ngta chuyển mà 3 tiếng sau mới thông báo :))",1,False,ghtk rẻ rách,tệ,"{'id': 35099959, 'body': 'Chào bạn ghtk rẻ rách, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-27T15:26:24Z'}"
2023-02-25 15:23:14,Tệ tự nhiên mất tiền trong tài khoản ?,1,False,123Giin,Tệ,"{'id': 35083579, 'body': 'Chào bạn 123Giin, \n\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-27T02:55:16Z'}"
2023-02-25 10:18:46,Nên bổ xung thêm chức năng quản lý những số tài khoản đã lưu,4,False,KhoangLang,Chưa thực sự hoàn thiện,"{'id': 35083584, 'body': 'Chào bạn KhoangLang,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2023-02-27T02:55:36Z'}"
2023-02-24 07:44:18,Rất hài lòng,5,False,Chunbapcai,Nx,"{'id': 35069868, 'body': 'Chào bạn Chunbapcai,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-25T15:41:39Z'}"
2023-02-25 08:53:04,App khó nhìn nhưng bù lại chuyển khoản chậm. App lù đù ngu ngu giống người tạo ra app vậy,1,False,dung47b,App khó nhìn nhưng bù lại chuyển khoản chậm. App lù đù ngu ngu giống người tạo ra app vậy,"{'id': 35078124, 'body': 'Chào bạn dung47b, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-26T15:41:55Z'}"
2023-02-24 09:04:30,"khách hàng đến sau được phục vụ trước với lí do nộp tiền doanh thu vào tài khoản của tech, còn người đến trước phải đợi vì nộp vào tài khoản ngân hàng khác. âm điểm thanh lịch",1,False,Ánh18,quá tệ,"{'id': 35069869, 'body': 'Chào bạn Ánh18, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-25T15:42:08Z'}"
2023-02-23 01:40:58,"Dùng mượt, giao dịch nhanh, nhiều tính năng tiện lợi, giao diện đẹp nữa. App phục vụ tốt với nhu cầu của mình qynhamii668 .Good app",5,False,hịijiiik,Đánh giá cao về app hihi,"{'id': 35058194, 'body': 'Chào bạn hịijiiik,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-24T15:39:36Z'}"
2023-02-23 15:45:24,ko rõ ràng việc sao kê chuyển đổi trả góp. lập lờ khiến khách hàng phải chịu thêm phụ phí dù đã tính lãi.,1,False,anth96d,tín dụng,"{'id': 35069846, 'body': 'Chào bạn anth96d, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-25T15:38:38Z'}"
2023-02-23 10:50:31,App ngu mà đòi xin 5 sao,1,False,châu quốc vũ,Phê bình,"{'id': 35069817, 'body': 'Chào bạn châu quốc vũ, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-25T15:32:55Z'}"
2023-02-23 04:24:11,"Thường xuyên xảy ra lỗi khi quét mã chuyển khoản, đơ máy, giao dịch không thành công. Rất phiền",1,False,Vtrn2603,Thường xuyên lỗi khi quét mã,"{'id': 35058212, 'body': 'Chào bạn Vtrn2603, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-24T15:40:08Z'}"
2023-02-22 14:54:51,Ok,5,False,ghchtn,OK,"{'id': 35058185, 'body': 'Chào bạn ghchtn,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-24T15:39:19Z'}"
2023-02-22 14:23:14,Good,5,False,hvn86,Good,"{'id': 35058179, 'body': 'Chào bạn hvn86,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-24T15:39:03Z'}"
2023-02-22 11:48:10,Đỉnh á được làm thẻ miễn phí giao hàng còn tận nơi mãi ủng hộ ngân hàng,5,False,Nguyenluong1415,Mới qua dùng,"{'id': 35058171, 'body': 'Chào bạn Nguyenluong1415,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-24T15:38:35Z'}"
2023-02-22 08:46:42,Giao diện đẹp.,5,False,mai uyen 23,Tốt,"{'id': 35036848, 'body': 'Chào bạn mai uyen 23,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-23T15:34:06Z'}"
2023-02-21 11:42:38,Tốt,5,False,Dung_1990,Nhận xét,"{'id': 35036841, 'body': 'Chào bạn Dung_1990,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-23T15:33:41Z'}"
2023-02-21 01:00:45,Hài lòng,5,False,Tris Nguyen HairDresser,Cảm nhận,"{'id': 35017015, 'body': 'Chào bạn Tris Nguyen HairDresser,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-22T14:58:26Z'}"
2023-02-21 03:23:26,"Nhanh gọn, nhẹ",4,False,AdzNoah,Cần làm thêm giao diện cho ipad,"{'id': 35017020, 'body': 'Chào bạn AdzNoah,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-22T14:58:56Z'}"
2023-02-20 09:44:09,Tuyệt vời,5,False,Lê Thanh Vi,Nhận xét,"{'id': 35016969, 'body': 'Chào bạn Lê Thanh Vi,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-22T14:56:17Z'}"
2023-02-20 15:23:44,"K thể phát hành thẻ, ứng dụng còn lag và thao tác k mượt",1,False,hicksnd,Bảo trì phát hành thẻ,"{'id': 35017010, 'body': 'Chào bạn hicksnd, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-22T14:58:01Z'}"
2023-02-20 13:06:55,Được,3,False,cvhffiyt,Được,"{'id': 35016999, 'body': 'Chào bạn cvhffiyt,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-22T14:57:36Z'}"
2023-02-20 11:21:06,Nên cho copy paste nội dung chuyển khoản cho nhanh và tiện lợi,4,False,congdzvc,Copy Paste Nội Dung Chuyển Khoản,"{'id': 35016990, 'body': 'Chào bạn congdzvc,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2023-02-22T14:57:08Z'}"
2023-02-20 09:15:11,Tung chiến dịch 800k nhưng thực chất là lấy dât của khách hàng,1,False,tranght1298,Lừa đảo,"{'id': 34993362, 'body': 'Chào bạn tranght1298, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-21T14:05:56Z'}"
2023-02-20 04:31:54,"Từ hqua đến hnay k đăng nhập được 
Xoá app đi",1,False,AG cáo,App lozzz,"{'id': 34993339, 'body': 'Chào bạn AG cáo, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-21T14:05:04Z'}"
2023-02-18 14:36:03,"Rât nhanh , hai long",5,False,tienkendy,Ok,"{'id': 34957430, 'body': 'Chào bạn tienkendy,\r\nRất cảm ơn bạn đã tin tưởng sử dụng các sản phẩm & dịch vụ của Techcombank.\r\nNgân hàng sẽ nỗ lực hoàn thiện hơn nữa để đáp ứng nhu cầu của bạn tốt hơn mỗi ngày!', 'modified': '2023-02-20T03:14:04Z'}"
2023-02-19 10:24:06,"Sau khi có giao dịch. 30 đến nữa ngày sau mới nhận được thông báo biến động số dư trên app. Đề nghị add có giải phải xử lý, lỗi này đã được khách hàng phản ánh từ rất lâu rồi vẫn chưa giải quyết được.",1,False,So disspointed,Thông bán biến động số dư.,"{'id': 34981204, 'body': 'Chào bạn , \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-21T02:36:41Z'}"
2023-02-19 08:45:06,Chờ gửi mã otp để đăng nhập mà chờ hàng thế kỉ k có . App như cức,1,False,Chíp2020,Không gửi mã,"{'id': 34974366, 'body': 'Chào bạn Chíp2020, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-20T15:24:28Z'}"
2023-02-19 07:55:38,Đăng nhập chán quá thu phí cao 1 sao,1,False,xathiman,Không vào được,"{'id': 34974360, 'body': 'Chào bạn xathiman, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-20T15:24:09Z'}"
2023-02-19 06:07:06,Để nghị làm app hẳn hoi. Rất hay lỗi và bảo trì,1,False,88LizacK88,App sử dụng khó và rất hay lỗi,"{'id': 34974351, 'body': 'Chào bạn 88LizacK88, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-20T15:23:51Z'}"
2023-02-19 05:50:24,Nhận thông báo siêu chậm. Giao dịch xong lâu rồi mới nhận thông báo. Suốt ngày gián đoạn,2,False,Yen Nguen,Tệ,"{'id': 34974343, 'body': 'Chào bạn Yen Nguen, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-20T15:23:33Z'}"
2023-02-19 05:31:20,bảo trì suốt ngày,1,False,HBig BTN,Bảo trì bảo trì bảo trì,"{'id': 34974337, 'body': 'Chào bạn HBig BTN, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-20T15:23:18Z'}"
